Longitude,Latitude,Walkscore
-119.887337,34.41551149
-119.887337,34.41583943
-119.887337,34.41616738
-119.887337,34.41649532
-119.887337,34.41682326
-119.887337,34.4171512
-119.887337,34.41747914
-119.887337,34.41780709
-119.887337,34.41813503
-119.887337,34.41846297
-119.887337,34.41879091
-119.887337,34.41911886
-119.887337,34.4194468
-119.887337,34.41977474
-119.887337,34.42010268
-119.887337,34.42043062
-119.887337,34.42075857
-119.887337,34.42108651
-119.887337,34.42141445
-119.887337,34.42174239
-119.887337,34.42207033
-119.887337,34.42239828
-119.887337,34.42272622
-119.887337,34.42305416
-119.887337,34.4233821
-119.887337,34.42371004
-119.887337,34.42403799
-119.887337,34.42436593
-119.887337,34.42469387
-119.887337,34.42502181
-119.887337,34.42534975
-119.887337,34.4256777
-119.887337,34.42600564
-119.887337,34.42633358
-119.887337,34.42666152
-119.887337,34.42698946
-119.887337,34.42731741
-119.887337,34.42764535
-119.887337,34.42797329
-119.887337,34.42830123
-119.887337,34.42862917
-119.887337,34.42895712
-119.887337,34.42928506
-119.887337,34.429613
-119.8865,34.406985
-119.8865,34.40731294
-119.8865,34.40764088
-119.8865,34.40796883
-119.8865,34.40829677
-119.8865,34.40862471
-119.8865,34.40895265
-119.8865,34.40928059
-119.8865,34.40960854
-119.8865,34.40993648
-119.8865,34.41026442
-119.8865,34.41059236
-119.8865,34.4109203
-119.8865,34.41124825
-119.8865,34.41157619
-119.8865,34.41190413
-119.8865,34.41223207
-119.8865,34.41256001
-119.8865,34.41288796
-119.8865,34.4132159
