Lon,Lat,Walkscore
-119.889848,34.406985,
-119.889848,34.40731294,
-119.889848,34.40764088,
-119.889848,34.40796883,
-119.889848,34.40829677,
-119.889848,34.40862471,
-119.889848,34.40895265,
-119.889848,34.40928059,
-119.889848,34.40960854,
-119.889848,34.40993648,
-119.889848,34.41026442,
-119.889848,34.41059236,
-119.889848,34.4109203,
-119.889848,34.41124825,
-119.889848,34.41157619,
-119.889848,34.41190413,
-119.889848,34.41223207,
-119.889848,34.41256001,
-119.889848,34.41288796,
-119.889848,34.4132159,
-119.889848,34.41354384,
-119.889848,34.41387178,
-119.889848,34.41419972,
-119.889848,34.41452767,
-119.889848,34.41485561,
-119.889848,34.41518355,
-119.889848,34.41551149,
-119.889848,34.41583943,
-119.889848,34.41616738,
-119.889848,34.41649532,
-119.889848,34.41682326,
-119.889848,34.4171512,
-119.889848,34.41747914,
-119.889848,34.41780709,
-119.889848,34.41813503,
-119.889848,34.41846297,
-119.889848,34.41879091,
-119.889848,34.41911886,
-119.889848,34.4194468,
-119.889848,34.41977474,
-119.889848,34.42010268,
-119.889848,34.42043062,
-119.889848,34.42075857,
-119.889848,34.42108651,
-119.889848,34.42141445,
-119.889848,34.42174239,
-119.889848,34.42207033,
-119.889848,34.42239828,
-119.889848,34.42272622,
-119.889848,34.42305416,
-119.889848,34.4233821,
-119.889848,34.42371004,
-119.889848,34.42403799,
-119.889848,34.42436593,
-119.889848,34.42469387,
-119.889848,34.42502181,
-119.889848,34.42534975,
-119.889848,34.4256777,
-119.889848,34.42600564,
-119.889848,34.42633358,
-119.889848,34.42666152,
-119.889848,34.42698946,
-119.889848,34.42731741,
-119.889848,34.42764535,
-119.889848,34.42797329,
-119.889848,34.42830123,
-119.889848,34.42862917,
-119.889848,34.42895712,
-119.889848,34.42928506,
-119.889848,34.429613,
-119.889011,34.406985,
-119.889011,34.40731294,
-119.889011,34.40764088,
-119.889011,34.40796883,
-119.889011,34.40829677,
-119.889011,34.40862471,
-119.889011,34.40895265,
-119.889011,34.40928059,
-119.889011,34.40960854,
-119.889011,34.40993648,
-119.889011,34.41026442,
-119.889011,34.41059236,
-119.889011,34.4109203,
-119.889011,34.41124825,
-119.889011,34.41157619,
-119.889011,34.41190413,
-119.889011,34.41223207,
-119.889011,34.41256001,
-119.889011,34.41288796,
-119.889011,34.4132159,
-119.889011,34.41354384,
-119.889011,34.41387178,
-119.889011,34.41419972,
-119.889011,34.41452767,
-119.889011,34.41485561,
-119.889011,34.41518355,
-119.889011,34.41551149,
-119.889011,34.41583943,
-119.889011,34.41616738,
-119.889011,34.41649532,
-119.889011,34.41682326,
-119.889011,34.4171512,
-119.889011,34.41747914,
-119.889011,34.41780709,
-119.889011,34.41813503,
-119.889011,34.41846297,
-119.889011,34.41879091,
-119.889011,34.41911886,
-119.889011,34.4194468,
-119.889011,34.41977474,
-119.889011,34.42010268,
-119.889011,34.42043062,
-119.889011,34.42075857,
-119.889011,34.42108651,
-119.889011,34.42141445,
-119.889011,34.42174239,
-119.889011,34.42207033,
-119.889011,34.42239828,
-119.889011,34.42272622,
-119.889011,34.42305416,
-119.889011,34.4233821,
-119.889011,34.42371004,
-119.889011,34.42403799,
-119.889011,34.42436593,
-119.889011,34.42469387,
-119.889011,34.42502181,
-119.889011,34.42534975,
-119.889011,34.4256777,
-119.889011,34.42600564,
-119.889011,34.42633358,
-119.889011,34.42666152,
-119.889011,34.42698946,
-119.889011,34.42731741,
-119.889011,34.42764535,
-119.889011,34.42797329,
-119.889011,34.42830123,
-119.889011,34.42862917,
-119.889011,34.42895712,
-119.889011,34.42928506,
-119.889011,34.429613,
-119.888174,34.406985,
-119.888174,34.40731294,
-119.888174,34.40764088,
-119.888174,34.40796883,
-119.888174,34.40829677,
-119.888174,34.40862471,
-119.888174,34.40895265,
-119.888174,34.40928059,
-119.888174,34.40960854,
-119.888174,34.40993648,
-119.888174,34.41026442,
-119.888174,34.41059236,
-119.888174,34.4109203,
-119.888174,34.41124825,
-119.888174,34.41157619,
-119.888174,34.41190413,
-119.888174,34.41223207,
-119.888174,34.41256001,
-119.888174,34.41288796,
-119.888174,34.4132159,
-119.888174,34.41354384,
-119.888174,34.41387178,
-119.888174,34.41419972,
-119.888174,34.41452767,
-119.888174,34.41485561,
-119.888174,34.41518355,
-119.888174,34.41551149,
-119.888174,34.41583943,
-119.888174,34.41616738,
-119.888174,34.41649532,
-119.888174,34.41682326,
-119.888174,34.4171512,
-119.888174,34.41747914,
-119.888174,34.41780709,
-119.888174,34.41813503,
-119.888174,34.41846297,
-119.888174,34.41879091,
-119.888174,34.41911886,
-119.888174,34.4194468,
-119.888174,34.41977474,
-119.888174,34.42010268,
-119.888174,34.42043062,
-119.888174,34.42075857,
-119.888174,34.42108651,
-119.888174,34.42141445,
-119.888174,34.42174239,
-119.888174,34.42207033,
-119.888174,34.42239828,
-119.888174,34.42272622,
-119.888174,34.42305416,
-119.888174,34.4233821,
-119.888174,34.42371004,
-119.888174,34.42403799,
-119.888174,34.42436593,
-119.888174,34.42469387,
-119.888174,34.42502181,
-119.888174,34.42534975,
-119.888174,34.4256777,
-119.888174,34.42600564,
-119.888174,34.42633358,
-119.888174,34.42666152,
-119.888174,34.42698946,
-119.888174,34.42731741,
-119.888174,34.42764535,
-119.888174,34.42797329,
-119.888174,34.42830123,
-119.888174,34.42862917,
-119.888174,34.42895712,
-119.888174,34.42928506,
-119.888174,34.429613,
-119.887337,34.406985,
-119.887337,34.40731294,
-119.887337,34.40764088,
-119.887337,34.40796883,
-119.887337,34.40829677,
-119.887337,34.40862471,
-119.887337,34.40895265,
-119.887337,34.40928059,
-119.887337,34.40960854,
-119.887337,34.40993648,
-119.887337,34.41026442,
-119.887337,34.41059236,
-119.887337,34.4109203,
-119.887337,34.41124825,
-119.887337,34.41157619,
-119.887337,34.41190413,
-119.887337,34.41223207,
-119.887337,34.41256001,
-119.887337,34.41288796,
-119.887337,34.4132159,
-119.887337,34.41354384,
-119.887337,34.41387178,
-119.887337,34.41419972,
-119.887337,34.41452767,
-119.887337,34.41485561,
-119.887337,34.41518355,
-119.887337,34.41551149,
-119.887337,34.41583943,
-119.887337,34.41616738,
-119.887337,34.41649532,
-119.887337,34.41682326,
-119.887337,34.4171512,
-119.887337,34.41747914,
-119.887337,34.41780709,
-119.887337,34.41813503,
-119.887337,34.41846297,
-119.887337,34.41879091,
-119.887337,34.41911886,
-119.887337,34.4194468,
-119.887337,34.41977474,
-119.887337,34.42010268,
-119.887337,34.42043062,
-119.887337,34.42075857,
-119.887337,34.42108651,
-119.887337,34.42141445,
-119.887337,34.42174239,
-119.887337,34.42207033,
-119.887337,34.42239828,
-119.887337,34.42272622,
-119.887337,34.42305416,
-119.887337,34.4233821,
-119.887337,34.42371004,
-119.887337,34.42403799,
-119.887337,34.42436593,
-119.887337,34.42469387,
-119.887337,34.42502181,
-119.887337,34.42534975,
-119.887337,34.4256777,
-119.887337,34.42600564,
-119.887337,34.42633358,
-119.887337,34.42666152,
-119.887337,34.42698946,
-119.887337,34.42731741,
-119.887337,34.42764535,
-119.887337,34.42797329,
-119.887337,34.42830123,
-119.887337,34.42862917,
-119.887337,34.42895712,
-119.887337,34.42928506,
-119.887337,34.429613,
-119.8865,34.406985,
-119.8865,34.40731294,
-119.8865,34.40764088,
-119.8865,34.40796883,
-119.8865,34.40829677,
-119.8865,34.40862471,
-119.8865,34.40895265,
-119.8865,34.40928059,
-119.8865,34.40960854,
-119.8865,34.40993648,
-119.8865,34.41026442,
-119.8865,34.41059236,
-119.8865,34.4109203,
-119.8865,34.41124825,
-119.8865,34.41157619,
-119.8865,34.41190413,
-119.8865,34.41223207,
-119.8865,34.41256001,
-119.8865,34.41288796,
-119.8865,34.4132159,
-119.8865,34.41354384,
-119.8865,34.41387178,
-119.8865,34.41419972,
-119.8865,34.41452767,
-119.8865,34.41485561,
-119.8865,34.41518355,
-119.8865,34.41551149,
-119.8865,34.41583943,
-119.8865,34.41616738,
-119.8865,34.41649532,
-119.8865,34.41682326,
-119.8865,34.4171512,
-119.8865,34.41747914,
-119.8865,34.41780709,
-119.8865,34.41813503,
-119.8865,34.41846297,
-119.8865,34.41879091,
-119.8865,34.41911886,
-119.8865,34.4194468,
-119.8865,34.41977474,
-119.8865,34.42010268,
-119.8865,34.42043062,
-119.8865,34.42075857,
-119.8865,34.42108651,
-119.8865,34.42141445,
-119.8865,34.42174239,
-119.8865,34.42207033,
-119.8865,34.42239828,
-119.8865,34.42272622,
-119.8865,34.42305416,
-119.8865,34.4233821,
-119.8865,34.42371004,
-119.8865,34.42403799,
-119.8865,34.42436593,
-119.8865,34.42469387,
-119.8865,34.42502181,
-119.8865,34.42534975,
-119.8865,34.4256777,
-119.8865,34.42600564,
-119.8865,34.42633358,
-119.8865,34.42666152,
-119.8865,34.42698946,
-119.8865,34.42731741,
-119.8865,34.42764535,
-119.8865,34.42797329,
-119.8865,34.42830123,
-119.8865,34.42862917,
-119.8865,34.42895712,
-119.8865,34.42928506,
-119.8865,34.429613,
-119.885663,34.406985,
-119.885663,34.40731294,
-119.885663,34.40764088,
-119.885663,34.40796883,
-119.885663,34.40829677,
-119.885663,34.40862471,
-119.885663,34.40895265,
-119.885663,34.40928059,
-119.885663,34.40960854,
-119.885663,34.40993648,
-119.885663,34.41026442,
-119.885663,34.41059236,
-119.885663,34.4109203,
-119.885663,34.41124825,
-119.885663,34.41157619,
-119.885663,34.41190413,
-119.885663,34.41223207,
-119.885663,34.41256001,
-119.885663,34.41288796,
-119.885663,34.4132159,
-119.885663,34.41354384,
-119.885663,34.41387178,
-119.885663,34.41419972,
-119.885663,34.41452767,
-119.885663,34.41485561,
-119.885663,34.41518355,
-119.885663,34.41551149,
-119.885663,34.41583943,
-119.885663,34.41616738,
-119.885663,34.41649532,
-119.885663,34.41682326,
-119.885663,34.4171512,
-119.885663,34.41747914,
-119.885663,34.41780709,
-119.885663,34.41813503,
-119.885663,34.41846297,
-119.885663,34.41879091,
-119.885663,34.41911886,
-119.885663,34.4194468,
-119.885663,34.41977474,
-119.885663,34.42010268,
-119.885663,34.42043062,
-119.885663,34.42075857,
-119.885663,34.42108651,
-119.885663,34.42141445,
-119.885663,34.42174239,
-119.885663,34.42207033,
-119.885663,34.42239828,
-119.885663,34.42272622,
-119.885663,34.42305416,
-119.885663,34.4233821,
-119.885663,34.42371004,
-119.885663,34.42403799,
-119.885663,34.42436593,
-119.885663,34.42469387,
-119.885663,34.42502181,
-119.885663,34.42534975,
-119.885663,34.4256777,
-119.885663,34.42600564,
-119.885663,34.42633358,
-119.885663,34.42666152,
-119.885663,34.42698946,
-119.885663,34.42731741,
-119.885663,34.42764535,
-119.885663,34.42797329,
-119.885663,34.42830123,
-119.885663,34.42862917,
-119.885663,34.42895712,
-119.885663,34.42928506,
-119.885663,34.429613,
-119.884826,34.406985,
-119.884826,34.40731294,
-119.884826,34.40764088,
-119.884826,34.40796883,
-119.884826,34.40829677,
-119.884826,34.40862471,
-119.884826,34.40895265,
-119.884826,34.40928059,
-119.884826,34.40960854,
-119.884826,34.40993648,
-119.884826,34.41026442,
-119.884826,34.41059236,
-119.884826,34.4109203,
-119.884826,34.41124825,
-119.884826,34.41157619,
-119.884826,34.41190413,
-119.884826,34.41223207,
-119.884826,34.41256001,
-119.884826,34.41288796,
-119.884826,34.4132159,
-119.884826,34.41354384,
-119.884826,34.41387178,
-119.884826,34.41419972,
-119.884826,34.41452767,
-119.884826,34.41485561,
-119.884826,34.41518355,
-119.884826,34.41551149,
-119.884826,34.41583943,
-119.884826,34.41616738,
-119.884826,34.41649532,
-119.884826,34.41682326,
-119.884826,34.4171512,
-119.884826,34.41747914,
-119.884826,34.41780709,
-119.884826,34.41813503,
-119.884826,34.41846297,
-119.884826,34.41879091,
-119.884826,34.41911886,
-119.884826,34.4194468,
-119.884826,34.41977474,
-119.884826,34.42010268,
-119.884826,34.42043062,
-119.884826,34.42075857,
-119.884826,34.42108651,
-119.884826,34.42141445,
-119.884826,34.42174239,
-119.884826,34.42207033,
-119.884826,34.42239828,
-119.884826,34.42272622,
-119.884826,34.42305416,
-119.884826,34.4233821,
-119.884826,34.42371004,
-119.884826,34.42403799,
-119.884826,34.42436593,
-119.884826,34.42469387,
-119.884826,34.42502181,
-119.884826,34.42534975,
-119.884826,34.4256777,
-119.884826,34.42600564,
-119.884826,34.42633358,
-119.884826,34.42666152,
-119.884826,34.42698946,
-119.884826,34.42731741,
-119.884826,34.42764535,
-119.884826,34.42797329,
-119.884826,34.42830123,
-119.884826,34.42862917,
-119.884826,34.42895712,
-119.884826,34.42928506,
-119.884826,34.429613,
-119.883989,34.406985,
-119.883989,34.40731294,
-119.883989,34.40764088,
-119.883989,34.40796883,
-119.883989,34.40829677,
-119.883989,34.40862471,
-119.883989,34.40895265,
-119.883989,34.40928059,
-119.883989,34.40960854,
-119.883989,34.40993648,
-119.883989,34.41026442,
-119.883989,34.41059236,
-119.883989,34.4109203,
-119.883989,34.41124825,
-119.883989,34.41157619,
-119.883989,34.41190413,
-119.883989,34.41223207,
-119.883989,34.41256001,
-119.883989,34.41288796,
-119.883989,34.4132159,
-119.883989,34.41354384,
-119.883989,34.41387178,
-119.883989,34.41419972,
-119.883989,34.41452767,
-119.883989,34.41485561,
-119.883989,34.41518355,
-119.883989,34.41551149,
-119.883989,34.41583943,
-119.883989,34.41616738,
-119.883989,34.41649532,
-119.883989,34.41682326,
-119.883989,34.4171512,
-119.883989,34.41747914,
-119.883989,34.41780709,
-119.883989,34.41813503,
-119.883989,34.41846297,
-119.883989,34.41879091,
-119.883989,34.41911886,
-119.883989,34.4194468,
-119.883989,34.41977474,
-119.883989,34.42010268,
-119.883989,34.42043062,
-119.883989,34.42075857,
-119.883989,34.42108651,
-119.883989,34.42141445,
-119.883989,34.42174239,
-119.883989,34.42207033,
-119.883989,34.42239828,
-119.883989,34.42272622,
-119.883989,34.42305416,
-119.883989,34.4233821,
-119.883989,34.42371004,
-119.883989,34.42403799,
-119.883989,34.42436593,
-119.883989,34.42469387,
-119.883989,34.42502181,
-119.883989,34.42534975,
-119.883989,34.4256777,
-119.883989,34.42600564,
-119.883989,34.42633358,
-119.883989,34.42666152,
-119.883989,34.42698946,
-119.883989,34.42731741,
-119.883989,34.42764535,
-119.883989,34.42797329,
-119.883989,34.42830123,
-119.883989,34.42862917,
-119.883989,34.42895712,
-119.883989,34.42928506,
-119.883989,34.429613,
-119.883152,34.406985,
-119.883152,34.40731294,
-119.883152,34.40764088,
-119.883152,34.40796883,
-119.883152,34.40829677,
-119.883152,34.40862471,
-119.883152,34.40895265,
-119.883152,34.40928059,
-119.883152,34.40960854,
-119.883152,34.40993648,
-119.883152,34.41026442,
-119.883152,34.41059236,
-119.883152,34.4109203,
-119.883152,34.41124825,
-119.883152,34.41157619,
-119.883152,34.41190413,
-119.883152,34.41223207,
-119.883152,34.41256001,
-119.883152,34.41288796,
-119.883152,34.4132159,
-119.883152,34.41354384,
-119.883152,34.41387178,
-119.883152,34.41419972,
-119.883152,34.41452767,
-119.883152,34.41485561,
-119.883152,34.41518355,
-119.883152,34.41551149,
-119.883152,34.41583943,
-119.883152,34.41616738,
-119.883152,34.41649532,
-119.883152,34.41682326,
-119.883152,34.4171512,
-119.883152,34.41747914,
-119.883152,34.41780709,
-119.883152,34.41813503,
-119.883152,34.41846297,
-119.883152,34.41879091,
-119.883152,34.41911886,
-119.883152,34.4194468,
-119.883152,34.41977474,
-119.883152,34.42010268,
-119.883152,34.42043062,
-119.883152,34.42075857,
-119.883152,34.42108651,
-119.883152,34.42141445,
-119.883152,34.42174239,
-119.883152,34.42207033,
-119.883152,34.42239828,
-119.883152,34.42272622,
-119.883152,34.42305416,
-119.883152,34.4233821,
-119.883152,34.42371004,
-119.883152,34.42403799,
-119.883152,34.42436593,
-119.883152,34.42469387,
-119.883152,34.42502181,
-119.883152,34.42534975,
-119.883152,34.4256777,
-119.883152,34.42600564,
-119.883152,34.42633358,
-119.883152,34.42666152,
-119.883152,34.42698946,
-119.883152,34.42731741,
-119.883152,34.42764535,
-119.883152,34.42797329,
-119.883152,34.42830123,
-119.883152,34.42862917,
-119.883152,34.42895712,
-119.883152,34.42928506,
-119.883152,34.429613,
-119.882315,34.406985,
-119.882315,34.40731294,
-119.882315,34.40764088,
-119.882315,34.40796883,
-119.882315,34.40829677,
-119.882315,34.40862471,
-119.882315,34.40895265,
-119.882315,34.40928059,
-119.882315,34.40960854,
-119.882315,34.40993648,
-119.882315,34.41026442,
-119.882315,34.41059236,
-119.882315,34.4109203,
-119.882315,34.41124825,
-119.882315,34.41157619,
-119.882315,34.41190413,
-119.882315,34.41223207,
-119.882315,34.41256001,
-119.882315,34.41288796,
-119.882315,34.4132159,
-119.882315,34.41354384,
-119.882315,34.41387178,
-119.882315,34.41419972,
-119.882315,34.41452767,
-119.882315,34.41485561,
-119.882315,34.41518355,
-119.882315,34.41551149,
-119.882315,34.41583943,
-119.882315,34.41616738,
-119.882315,34.41649532,
-119.882315,34.41682326,
-119.882315,34.4171512,
-119.882315,34.41747914,
-119.882315,34.41780709,
-119.882315,34.41813503,
-119.882315,34.41846297,
-119.882315,34.41879091,
-119.882315,34.41911886,
-119.882315,34.4194468,
-119.882315,34.41977474,
-119.882315,34.42010268,
